time,Real Lower Band,Real Middle Band,Real Upper Band
2003-10-28,22.9299,27.1466,31.3633
2003-10-27,22.7688,27.1113,31.4538
2003-10-24,22.6483,27.0831,31.5179
2003-10-23,22.5840,27.0657,31.5474
2003-10-22,22.5315,27.0254,31.5193
2003-10-21,22.4687,26.9829,31.4971
2003-10-20,22.4233,26.9355,31.4477
2003-10-17,22.3703,26.8860,31.4017
2003-10-16,22.3077,26.8408,31.3739
2003-10-15,22.2802,26.7964,31.3126
2003-10-14,22.2194,26.7479,31.2764
2003-10-13,22.1469,26.7027,31.2585
2003-10-10,22.0737,26.6552,31.2367
2003-10-09,22.0424,26.6124,31.1824
2003-10-08,22.0219,26.5706,31.1193
2003-10-07,22.0308,26.5381,31.0454
2003-10-06,22.0609,26.5046,30.9483
2003-10-03,22.0921,26.4689,30.8457
2003-10-02,22.1305,26.4380,30.7455
2003-10-01,22.1521,26.4150,30.6779
2003-09-30,22.1780,26.3934,30.6088
2003-09-29,22.1744,26.3728,30.5712
2003-09-26,22.2105,26.3444,30.4783
2003-09-25,22.2299,26.3262,30.4225
2003-09-24,22.2448,26.3024,30.3600
2003-09-23,22.2733,26.2788,30.2843
2003-09-22,22.3585,26.2400,30.1215
2003-09-19,22.4136,26.2050,29.9964
2003-09-18,22.5434,26.1634,29.7834
2003-09-17,22.6464,26.1258,29.6052
2003-09-16,22.6779,26.0930,29.5081
2003-09-15,22.7459,26.0589,29.3719
2003-09-12,22.7916,26.0325,29.2734
2003-09-11,22.8405,26.0067,29.1729
2003-09-10,22.8541,25.9804,29.1067
2003-09-09,22.8666,25.9599,29.0532
2003-09-08,22.9034,25.9254,28.9474
2003-09-05,22.9658,25.8830,28.8002
2003-09-04,23.0095,25.8468,28.6841
2003-09-03,23.0336,25.8045,28.5754
2003-09-02,23.0771,25.7674,28.4577
2003-08-29,23.0647,25.7405,28.4163
2003-08-28,23.0653,25.7311,28.3969
2003-08-27,23.0571,25.7177,28.3783
2003-08-26,23.0458,25.7044,28.3630
2003-08-25,23.0502,25.6960,28.3418
2003-08-22,23.0535,25.6882,28.3229
2003-08-21,23.0098,25.6695,28.3292
2003-08-20,22.9598,25.6492,28.3386
2003-08-19,22.9372,25.6314,28.3256
2003-08-18,22.9324,25.6156,28.2988
2003-08-15,22.9258,25.6111,28.2964
2003-08-14,22.9251,25.6106,28.2961
2003-08-13,22.9200,25.6072,28.2944
2003-08-12,22.9144,25.6169,28.3194
2003-08-11,22.9132,25.6221,28.3310
2003-08-08,22.9123,25.6292,28.3461
2003-08-07,22.9142,25.6338,28.3534
2003-08-06,22.9150,25.6360,28.3570
2003-08-05,22.8973,25.6281,28.3589
2003-08-04,22.8725,25.6182,28.3639
2003-08-01,22.7706,25.5903,28.4100
2003-07-31,22.6222,25.5566,28.4910
2003-07-30,22.4978,25.5220,28.5462
2003-07-29,22.4227,25.4953,28.5679
2003-07-28,22.3341,25.4633,28.5925
2003-07-25,22.2641,25.4316,28.5991
2003-07-24,22.1793,25.3934,28.6075
2003-07-23,22.1129,25.3688,28.6247
2003-07-22,22.0642,25.3413,28.6184
2003-07-21,22.0096,25.3133,28.6170
2003-07-18,21.9539,25.2890,28.6241
2003-07-17,21.9463,25.2620,28.5777
2003-07-16,21.9294,25.2358,28.5422
2003-07-15,21.9683,25.2069,28.4455
2003-07-14,21.9820,25.1756,28.3692
2003-07-11,22.0190,25.1469,28.2748
2003-07-10,22.0639,25.1234,28.1829
2003-07-09,17.7871,25.3373,32.8875
2003-07-08,15.6104,25.5325,35.4546
2003-07-07,14.0130,25.7199,37.4268
2003-07-03,12.6774,25.9101,39.1428
2003-07-02,11.4163,26.1189,40.8215
2003-07-01,10.3960,26.3159,42.2358
2003-06-30,9.4079,26.5286,43.6493
2003-06-27,8.5701,26.7418,44.9135
2003-06-26,7.7810,26.9587,46.1364
2003-06-25,6.9586,27.1868,47.4150
2003-06-24,6.3044,27.4088,48.5132
2003-06-23,5.6404,27.6342,49.6280
2003-06-20,4.9070,27.8755,50.8440
2003-06-19,4.3020,28.1004,51.8988
2003-06-18,3.7252,28.3314,52.9376
2003-06-17,3.1493,28.5692,53.9891
2003-06-16,2.4594,28.8324,55.2054
2003-06-13,1.9204,29.0885,56.2566
2003-06-12,1.4230,29.3553,57.2876
2003-06-11,0.9522,29.6200,58.2878
2003-06-10,0.2841,29.9247,59.5653
2003-06-09,-0.3806,30.2406,60.8618
2003-06-06,-1.0053,30.5728,62.1509
2003-06-05,-1.5332,30.9000,63.3332
2003-06-04,-1.9956,31.2183,64.4322
2003-06-03,-2.4297,31.5277,65.4851
2003-06-02,-2.7443,31.8213,66.3869
2003-05-30,-3.0951,32.1329,67.3609
2003-05-29,-3.3596,32.4345,68.2286
2003-05-28,-3.5439,32.7284,69.0007
2003-05-27,-3.6982,33.0215,69.7412
2003-05-23,-3.7632,33.2906,70.3444
2003-05-22,-3.8263,33.5759,70.9781
2003-05-21,-3.8726,33.8640,71.6006
2003-05-20,-3.9066,34.1576,72.2218
2003-05-19,-3.9529,34.4495,72.8519
2003-05-16,-3.9870,34.7419,73.4708
2003-05-15,-3.9938,35.0166,74.0270
2003-05-14,-3.9905,35.2898,74.5701
2003-05-13,-3.9756,35.5689,75.1134
2003-05-12,-3.9791,35.8526,75.6843
2003-05-09,-3.9730,36.1354,76.2438
2003-05-08,-3.8968,36.3968,76.6904
2003-05-07,-3.8288,36.6811,77.1910
2003-05-06,-3.7645,36.9678,77.7001
2003-05-05,-3.6760,37.2442,78.1644
2003-05-02,-3.5398,37.5209,78.5816
2003-05-01,-3.4463,37.8146,79.0755
2003-04-30,-3.3156,38.1108,79.5372
2003-04-29,-3.1932,38.4205,80.0342
2003-04-28,-3.0628,38.7296,80.5220
2003-04-25,-2.9373,39.0491,81.0355
2003-04-24,-2.7682,39.3737,81.5156
2003-04-23,-2.5985,39.6996,81.9977
2003-04-22,-2.3831,40.0114,82.4059
2003-04-21,-2.1837,40.3361,82.8559
2003-04-17,-1.9383,40.6662,83.2707
2003-04-16,-1.6724,40.9896,83.6516
2003-04-15,-1.3301,41.3066,83.9433
2003-04-14,-0.9170,41.6092,84.1354
2003-04-11,-0.5100,41.9201,84.3502
2003-04-10,-0.0721,42.2450,84.5621
2003-04-09,0.3635,42.5690,84.7745
2003-04-08,0.8529,42.8769,84.9009
2003-04-07,1.3270,43.1662,85.0054
2003-04-04,1.8487,43.4531,85.0575
2003-04-03,2.3772,43.7532,85.1292
2003-04-02,2.8804,44.0560,85.2316
2003-04-01,3.3881,44.3691,85.3501
2003-03-31,3.9975,44.6924,85.3873
2003-03-28,4.6491,45.0113,85.3735
2003-03-27,5.3335,45.2946,85.2557
2003-03-26,6.0155,45.5789,85.1423
2003-03-25,6.7107,45.8575,85.0043
2003-03-24,7.4196,46.1233,84.8270
2003-03-21,8.1626,46.3899,84.6172
2003-03-20,8.8499,46.6510,84.4521
2003-03-19,9.5807,46.9008,84.2209
2003-03-18,10.3242,47.1696,84.0150
2003-03-17,11.1129,47.4259,83.7389
2003-03-14,11.9322,47.6917,83.4512
2003-03-13,12.8493,47.9746,83.0999
2003-03-12,13.8118,48.2356,82.6594
2003-03-11,14.9021,48.5058,82.1095
2003-03-10,16.0861,48.8007,81.5153
2003-03-07,17.2915,49.0641,80.8367
2003-03-06,18.4889,49.3172,80.1455
2003-03-05,19.7218,49.5483,79.3748
2003-03-04,20.9325,49.7538,78.5751
2003-03-03,22.2566,49.9730,77.6894
2003-02-28,23.5681,50.1781,76.7881
2003-02-27,24.9165,50.3788,75.8411
2003-02-26,26.3817,50.5910,74.8003
2003-02-25,27.9556,50.8110,73.6664
2003-02-24,29.5829,51.0314,72.4799
2003-02-21,31.2518,51.2281,71.2044
2003-02-20,33.0437,51.4343,69.8249
2003-02-19,35.1263,51.6549,68.1835
2003-02-18,37.4205,51.8747,66.3289
2003-02-14,39.9637,52.0815,64.1993
2003-02-13,39.8127,52.0508,64.2889
2003-02-12,39.8341,52.0555,64.2769
2003-02-11,39.8711,52.0631,64.2551
2003-02-10,39.9324,52.0762,64.2200
2003-02-07,39.9283,52.0753,64.2223
2003-02-06,39.9840,52.0873,64.1906
2003-02-05,40.0050,52.0922,64.1794
2003-02-04,40.0140,52.0941,64.1742
2003-02-03,40.0657,52.1067,64.1477
2003-01-31,40.1050,52.1190,64.1330
2003-01-30,40.1550,52.1314,64.1078
2003-01-29,40.1379,52.1272,64.1165
2003-01-28,39.9725,52.0872,64.2019
2003-01-27,39.9503,52.0811,64.2119
2003-01-24,39.8655,52.0596,64.2537
2003-01-23,39.8431,52.0519,64.2607
2003-01-22,39.8184,52.0349,64.2514
2003-01-21,39.7803,52.0187,64.2571
2003-01-17,39.7721,52.0138,64.2555
2003-01-16,39.7796,52.0202,64.2608
2003-01-15,39.7893,51.9889,64.1885
2003-01-14,39.8214,51.9585,64.0956
2003-01-13,39.8684,51.9116,63.9548
2003-01-10,39.8883,51.8581,63.8279
2003-01-09,39.9118,51.8189,63.7260
2003-01-08,39.9027,51.7608,63.6189
2003-01-07,39.8671,51.7161,63.5651
2003-01-06,39.8557,51.6552,63.4547
2003-01-03,39.7375,51.5781,63.4187
2003-01-02,39.6672,51.5249,63.3826
2002-12-31,39.5867,51.4689,63.3511
2002-12-30,39.5345,51.4410,63.3475
2002-12-27,39.4143,51.3844,63.3545
2002-12-26,39.2305,51.3114,63.3923
2002-12-24,38.9575,51.2174,63.4773
2002-12-23,38.7222,51.1233,63.5244
2002-12-20,38.5677,51.0408,63.5139
2002-12-19,38.4986,50.9902,63.4818
2002-12-18,38.4355,50.9401,63.4447
2002-12-17,38.3818,50.8873,63.3928
2002-12-16,38.2279,50.7972,63.3665
2002-12-13,37.9387,50.6807,63.4227
2002-12-12,37.8193,50.6180,63.4167
2002-12-11,37.5538,50.5064,63.4590
2002-12-10,37.5129,50.4349,63.3569
2002-12-09,37.5110,50.3904,63.2698
2002-12-06,37.5197,50.3662,63.2127
2002-12-05,37.5676,50.3315,63.0954
2002-12-04,37.6130,50.2906,62.9682
2002-12-03,37.6976,50.2432,62.7888
2002-12-02,37.7914,50.1947,62.5980
2002-11-29,37.9228,50.1469,62.3710
2002-11-27,38.0638,50.0925,62.1212
2002-11-26,38.2201,50.0438,61.8675
2002-11-25,38.3293,50.0040,61.6787
2002-11-22,38.4675,49.9702,61.4729
2002-11-21,38.6607,49.9064,61.1521
2002-11-20,38.8435,49.8424,60.8413
2002-11-19,38.9611,49.8028,60.6445
2002-11-18,38.9661,49.8012,60.6363
2002-11-15,39.0001,49.7919,60.5837
2002-11-14,39.0954,49.7663,60.4372
2002-11-13,39.2345,49.7259,60.2173
2002-11-12,39.2745,49.7139,60.1533
2002-11-11,39.3234,49.6916,60.0598
2002-11-08,39.3169,49.6940,60.0711
2002-11-07,39.3419,49.6866,60.0313
2002-11-06,39.3428,49.6864,60.0300
2002-11-05,39.4080,49.6729,59.9378
2002-11-04,39.4730,49.6586,59.8442
2002-11-01,39.5462,49.6398,59.7334
2002-10-31,39.4675,49.6652,59.8629
2002-10-30,39.4852,49.6562,59.8272
2002-10-29,39.4908,49.6533,59.8158
2002-10-28,39.4918,49.6524,59.8130
2002-10-25,39.4923,49.6519,59.8115
2002-10-24,39.5050,49.6417,59.7784
2002-10-23,39.5032,49.6292,59.7552
2002-10-22,39.5227,49.5914,59.6601
2002-10-21,39.5267,49.5838,59.6409
2002-10-18,39.5245,49.5851,59.6457
2002-10-17,39.5433,49.5741,59.6049
2002-10-16,39.5315,49.5896,59.6477
2002-10-15,39.5032,49.6181,59.7330
2002-10-14,39.4406,49.6434,59.8462
2002-10-11,39.4140,49.6874,59.9608
2002-10-10,39.4232,49.7206,60.0180
2002-10-09,39.4705,49.7969,60.1233
2002-10-08,39.5748,49.9173,60.2598
2002-10-07,39.6456,50.0248,60.4040
2002-10-04,39.8157,50.1318,60.4479
2002-10-03,40.0107,50.2429,60.4751
2002-10-02,40.1969,50.3218,60.4467
2002-10-01,40.3410,50.3662,60.3914
2002-09-30,40.4646,50.4251,60.3856
2002-09-27,40.6919,50.5374,60.3829
2002-09-26,40.8582,50.5796,60.3010
2002-09-25,40.9540,50.6038,60.2536
2002-09-24,41.0583,50.6343,60.2103
2002-09-23,41.2318,50.6900,60.1482
2002-09-20,41.4322,50.7652,60.0982
2002-09-19,41.5233,50.8132,60.1031
2002-09-18,41.6284,50.8636,60.0988
2002-09-17,41.7120,50.9011,60.0902
2002-09-16,41.8032,50.9655,60.1278
2002-09-13,41.8861,51.0179,60.1497
2002-09-12,41.9528,51.0787,60.2046
2002-09-11,42.0164,51.1631,60.3098
2002-09-10,41.9609,51.2493,60.5377
2002-09-09,41.9128,51.3151,60.7174
2002-09-06,41.8932,51.3944,60.8956
2002-09-05,41.8642,51.4943,61.1244
2002-09-04,42.0302,51.5921,61.1540
2002-09-03,42.0755,51.6693,61.2631
2002-08-30,42.2120,51.7470,61.2820
2002-08-29,42.2226,51.8192,61.4158
2002-08-28,42.2299,51.8621,61.4943
2002-08-27,42.2064,51.9405,61.6746
2002-08-26,42.1923,51.9908,61.7893
2002-08-23,42.1458,52.0343,61.9228
2002-08-22,42.1042,52.0754,62.0466
2002-08-21,42.0299,52.1159,62.2019
2002-08-20,41.8136,52.1969,62.5802
2002-08-19,41.6341,52.2896,62.9451
2002-08-16,41.4974,52.3640,63.2306
2002-08-15,41.4291,52.4548,63.4805
2002-08-14,41.3705,52.5494,63.7283
2002-08-13,41.2658,52.6568,64.0478
2002-08-12,41.2426,52.7998,64.3570
2002-08-09,41.2303,52.9161,64.6019
2002-08-08,41.1360,53.0572,64.9784
2002-08-07,41.0308,53.1895,65.3482
2002-08-06,41.0124,53.3435,65.6746
2002-08-05,41.1652,53.4990,65.8328
2002-08-02,41.4184,53.6801,65.9418
2002-08-01,41.6391,53.8614,66.0837
2002-07-31,41.6766,54.0473,66.4180
2002-07-30,41.6246,54.2070,66.7894
2002-07-29,41.6532,54.3532,67.0532
2002-07-26,41.6435,54.5070,67.3705
2002-07-25,41.8681,54.6843,67.5005
2002-07-24,42.3227,54.8890,67.4553
2002-07-23,42.6011,55.0404,67.4797
2002-07-22,43.2572,55.1937,67.1302
2002-07-19,43.5560,55.3025,67.0490
2002-07-18,43.7353,55.3924,67.0495
2002-07-17,43.8358,55.4721,67.1084
2002-07-16,43.9192,55.5320,67.1448
2002-07-15,44.0356,55.6000,67.1644
2002-07-12,44.1034,55.6810,67.2586
2002-07-11,44.1917,55.7517,67.3117
2002-07-10,44.2205,55.8249,67.4293
2002-07-09,44.2355,55.9193,67.6031
2002-07-08,44.2191,56.0054,67.7917
2002-07-05,44.2644,56.0776,67.8908
2002-07-03,44.2375,56.1404,68.0433
2002-07-02,44.3216,56.2285,68.1354
2002-07-01,44.4464,56.3121,68.1778
2002-06-28,44.5132,56.3895,68.2658
2002-06-27,44.5045,56.4540,68.4035
2002-06-26,44.4950,56.5160,68.5370
2002-06-25,44.4636,56.6013,68.7390
2002-06-24,44.4383,56.7089,68.9795
2002-06-21,44.4140,56.7958,69.1776
2002-06-20,44.4813,56.8962,69.3111
2002-06-19,44.4373,56.9934,69.5495
2002-06-18,44.3945,57.0878,69.7811
2002-06-17,44.2889,57.1739,70.0589
2002-06-14,44.2297,57.2545,70.2793
2002-06-13,44.1602,57.3466,70.5330
2002-06-12,44.0576,57.4654,70.8732
2002-06-11,43.7134,57.6086,71.5038
2002-06-10,43.6174,57.7616,71.9058
2002-06-07,43.4335,57.9289,72.4243
2002-06-06,43.3735,58.0938,72.8141
2002-06-05,43.3299,58.2609,73.1919
2002-06-04,43.2825,58.4371,73.5917
2002-06-03,43.3795,58.6244,73.8693
2002-05-31,43.4997,58.8240,74.1483
2002-05-30,43.5911,59.0005,74.4099
2002-05-29,43.5942,59.1631,74.7320
2002-05-28,43.6285,59.3349,75.0413
2002-05-24,43.7528,59.4821,75.2114
2002-05-23,43.8672,59.6120,75.3568
2002-05-22,43.8738,59.7425,75.6112
2002-05-21,43.9388,59.8841,75.8294
2002-05-20,44.0960,60.0390,75.9820
2002-05-17,44.1886,60.1716,76.1546
2002-05-16,44.2032,60.2867,76.3702
2002-05-15,44.2575,60.3969,76.5363
2002-05-14,44.2699,60.5443,76.8187
2002-05-13,44.2981,60.6882,77.0783
2002-05-10,44.4552,60.8511,77.2470
2002-05-09,44.8398,61.0250,77.2102
2002-05-08,45.1315,61.1665,77.2015
2002-05-07,45.2447,61.2963,77.3479
2002-05-06,45.7253,61.4748,77.2243
2002-05-03,46.3075,61.6592,77.0109
2002-05-02,46.8210,61.8419,76.8628
2002-05-01,47.2058,62.0163,76.8268
2002-04-30,47.5157,62.1698,76.8239
2002-04-29,47.9178,62.3072,76.6966
2002-04-26,48.3492,62.4325,76.5158
2002-04-25,48.8585,62.5596,76.2607
2002-04-24,49.2148,62.6707,76.1266
2002-04-23,49.6310,62.7685,75.9060
2002-04-22,49.9952,62.8660,75.7368
2002-04-19,50.2620,62.9615,75.6610
2002-04-18,50.4464,63.0366,75.6268
2002-04-17,50.6815,63.1134,75.5453
2002-04-16,50.9059,63.2011,75.4963
2002-04-15,51.0618,63.2884,75.5150
2002-04-12,51.3579,63.3890,75.4201
2002-04-11,51.6453,63.4909,75.3365
2002-04-10,52.0294,63.6025,75.1756
2002-04-09,52.2870,63.7185,75.1500
2002-04-08,52.6962,63.8277,74.9592
2002-04-05,52.9488,63.9076,74.8664
2002-04-04,53.3048,63.9931,74.6814
2002-04-03,53.6274,64.0711,74.5148
2002-04-02,53.9744,64.1556,74.3368
2002-04-01,54.2435,64.2155,74.1875
2002-03-28,54.2844,64.2257,74.1670
2002-03-27,54.3435,64.2410,74.1385
2002-03-26,54.2670,64.2281,74.1892
2002-03-25,54.2555,64.2261,74.1967
2002-03-22,54.2774,64.2302,74.1830
2002-03-21,54.3411,64.2477,74.1543
2002-03-20,54.3782,64.2597,74.1412
2002-03-19,54.4299,64.2719,74.1139
2002-03-18,54.3638,64.2539,74.1440
2002-03-15,54.2884,64.2341,74.1798
2002-03-14,54.0771,64.1882,74.2993
2002-03-13,53.8283,64.1435,74.4587
2002-03-12,53.5036,64.0828,74.6620
2002-03-11,53.3393,64.0419,74.7445
2002-03-08,53.1291,63.9791,74.8291
2002-03-07,52.8188,63.9034,74.9880
2002-03-06,52.5310,63.8394,75.1478
2002-03-05,52.1797,63.7582,75.3367
2002-03-04,51.7747,63.6730,75.5713
2002-03-01,51.6042,63.6204,75.6366
2002-02-28,51.4573,63.5839,75.7105
2002-02-27,51.3514,63.5649,75.7784
2002-02-26,51.2309,63.5433,75.8557
2002-02-25,50.8695,63.4883,76.1071
2002-02-22,50.3864,63.4154,76.4444
2002-02-21,49.9100,63.3472,76.7844
2002-02-20,49.3342,63.2663,77.1984
2002-02-19,48.7408,63.1700,77.5992
2002-02-15,48.2879,63.0937,77.8995
2002-02-14,47.8632,63.0115,78.1598
2002-02-13,47.2360,62.8918,78.5476
2002-02-12,46.7145,62.7812,78.8479
2002-02-11,46.4513,62.7185,78.9857
2002-02-08,46.1974,62.6504,79.1034
2002-02-07,45.8749,62.5730,79.2711
2002-02-06,45.8065,62.5508,79.2951
2002-02-05,45.6326,62.5008,79.3690
2002-02-04,45.4752,62.4495,79.4238
2002-02-01,45.3876,62.4157,79.4438
2002-01-31,45.2182,62.3501,79.4820
2002-01-30,45.0840,62.2835,79.4830
2002-01-29,44.9521,62.2244,79.4967
2002-01-28,44.9214,62.2037,79.4860
2002-01-25,44.8921,62.1729,79.4537
2002-01-24,44.8841,62.1580,79.4319
2002-01-23,44.8742,62.1325,79.3908
2002-01-22,44.8117,62.0863,79.3609
2002-01-18,44.7834,62.0483,79.3132
2002-01-17,44.7696,61.9951,79.2206
2002-01-16,44.8604,61.9235,78.9866
2002-01-15,44.8950,61.8636,78.8322
2002-01-14,44.9834,61.8143,78.6452
2002-01-11,45.0451,61.7616,78.4781
2002-01-10,45.1099,61.7224,78.3349
2002-01-09,45.1851,61.6879,78.1907
2002-01-08,45.2481,61.6560,78.0639
2002-01-07,45.3383,61.6123,77.8863
2002-01-04,45.4063,61.5753,77.7443
2002-01-03,45.4671,61.5498,77.6325
2002-01-02,45.5430,61.5188,77.4946
2001-12-31,45.5461,61.5173,77.4885
2001-12-28,45.5222,61.5293,77.5364
2001-12-27,45.5527,61.5153,77.4779
2001-12-26,45.5878,61.4987,77.4096
2001-12-24,45.6249,61.4799,77.3349
2001-12-21,45.6570,61.4619,77.2668
2001-12-20,45.6779,61.4524,77.2269
2001-12-19,45.6618,61.4596,77.2574
2001-12-18,45.7473,61.4279,77.1085
2001-12-17,45.8103,61.4061,77.0019
2001-12-14,45.8035,61.4081,77.0127
2001-12-13,45.6032,61.4594,77.3156
2001-12-12,45.4777,61.5024,77.5271
2001-12-11,45.3357,61.5411,77.7465
2001-12-10,45.2103,61.5797,77.9491
2001-12-07,45.0752,61.6225,78.1698
2001-12-06,44.9482,61.6602,78.3722
2001-12-05,44.9954,61.6387,78.2820
2001-12-04,45.0509,61.6025,78.1541
2001-12-03,45.0549,61.5994,78.1439
2001-11-30,45.0411,61.6123,78.1835
2001-11-29,44.9741,61.6553,78.3365
2001-11-28,44.8500,61.7116,78.5732
2001-11-27,44.7232,61.7896,78.8560
2001-11-26,44.4996,61.8822,79.2648
2001-11-23,44.3016,61.9582,79.6148
2001-11-21,44.1724,62.0225,79.8726
2001-11-20,44.0792,62.0834,80.0876
2001-11-19,44.0272,62.1179,80.2086
2001-11-16,43.9869,62.1408,80.2947
2001-11-15,43.9140,62.1817,80.4494
2001-11-14,43.8569,62.2146,80.5723
2001-11-13,43.8409,62.2283,80.6157
2001-11-12,43.8566,62.2181,80.5796
2001-11-09,43.8278,62.2404,80.6530
2001-11-08,43.7784,62.2773,80.7762
2001-11-07,43.6818,62.3400,80.9982
2001-11-06,43.5428,62.4183,81.2938
2001-11-05,43.4075,62.4917,81.5759
2001-11-02,43.2424,62.5909,81.9394
2001-11-01,43.0880,62.7137,82.3394
2001-10-31,42.9853,62.8189,82.6525
2001-10-30,42.9676,62.9634,82.9592
2001-10-29,42.9900,63.0824,83.1748
2001-10-26,43.0083,63.1894,83.3705
2001-10-25,43.0015,63.2592,83.5169
2001-10-24,42.9919,63.3255,83.6591
2001-10-23,42.9841,63.4157,83.8473
2001-10-22,42.9876,63.5205,84.0534
2001-10-19,42.9838,63.6361,84.2884
2001-10-18,43.0964,63.7541,84.4118
2001-10-17,43.2493,63.8897,84.5301
2001-10-16,43.4629,64.0173,84.5717
2001-10-15,43.5930,64.1137,84.6344
2001-10-12,43.7406,64.2148,84.6890
2001-10-11,43.9534,64.3426,84.7318
2001-10-10,44.1843,64.4621,84.7399
2001-10-09,44.4584,64.5942,84.7300
2001-10-08,44.7859,64.7426,84.6993
2001-10-05,44.9478,64.8622,84.7766
2001-10-04,45.1242,64.9890,84.8538
2001-10-03,45.3383,65.1452,84.9521
2001-10-02,45.5876,65.2967,85.0058
2001-10-01,46.0483,65.4737,84.8991
2001-09-28,46.6389,65.6411,84.6433
2001-09-27,47.2946,65.8270,84.3594
2001-09-26,48.0813,66.0291,83.9769
2001-09-25,48.8902,66.2039,83.5176
2001-09-24,49.6402,66.3621,83.0840
2001-09-21,50.3621,66.5333,82.7045
2001-09-20,51.3521,66.7331,82.1141
2001-09-19,52.2922,66.9010,81.5098
2001-09-18,52.9695,67.0448,81.1201
2001-09-17,53.6383,67.1916,80.7449
2001-09-10,54.4902,67.3429,80.1956
2001-09-07,54.8959,67.4214,79.9469
2001-09-06,55.3568,67.4822,79.6076
2001-09-05,55.7311,67.5299,79.3287
2001-09-04,56.0355,67.5743,79.1131
2001-08-31,56.3714,67.6137,78.8560
2001-08-30,56.5944,67.6400,78.6856
2001-08-29,56.6147,67.6421,78.6695
2001-08-28,56.2668,67.6015,78.9362
2001-08-27,55.9503,67.5616,79.1729
2001-08-24,55.0399,67.4579,79.8759
2001-08-23,54.3580,67.3712,80.3844
2001-08-22,54.1005,67.3381,80.5757
2001-08-21,53.6554,67.2784,80.9014
2001-08-20,53.2780,67.2244,81.1708
2001-08-17,52.8401,67.1530,81.4659
2001-08-16,52.6433,67.1167,81.5901
2001-08-15,52.2036,67.0311,81.8586
2001-08-14,51.8531,66.9647,82.0763
2001-08-13,51.2719,66.8578,82.4437
2001-08-10,50.3295,66.7001,83.0707
2001-08-09,49.6784,66.5718,83.4652
2001-08-08,49.1848,66.4648,83.7448
2001-08-07,48.7259,66.3618,83.9977
2001-08-06,48.1982,66.2352,84.2722
2001-08-03,47.7108,66.1139,84.5170
2001-08-02,47.2447,65.9869,84.7291
2001-08-01,46.6324,65.8318,85.0312
2001-07-31,46.3428,65.7340,85.1252
2001-07-30,46.1777,65.6646,85.1515
2001-07-27,46.0702,65.6135,85.1568
2001-07-26,45.9232,65.5532,85.1832
2001-07-25,45.6857,65.4617,85.2377
2001-07-24,45.4153,65.3538,85.2923
2001-07-23,45.2680,65.2842,85.3004
2001-07-20,45.1073,65.2033,85.2993
2001-07-19,44.9710,65.1053,85.2396
2001-07-18,44.9005,64.9752,85.0499
2001-07-17,44.6853,64.8370,84.9887
2001-07-16,44.4264,64.6707,84.9150
2001-07-13,44.2187,64.5214,84.8241
2001-07-12,44.0071,64.3668,84.7265
2001-07-11,43.8743,64.2239,84.5735
2001-07-10,43.7454,64.1470,84.5486
2001-07-09,43.6122,64.0860,84.5598
2001-07-06,43.4678,64.0110,84.5542
2001-07-05,43.3445,63.9379,84.5313
2001-07-03,43.2478,63.8441,84.4404
2001-07-02,43.2576,63.7619,84.2662
2001-06-29,43.3003,63.7028,84.1053
2001-06-28,43.3870,63.5984,83.8098
2001-06-27,43.4623,63.4904,83.5185
2001-06-26,43.4771,63.3871,83.2971
2001-06-25,43.5019,63.3095,83.1171
2001-06-22,43.4837,63.2316,82.9795
2001-06-21,43.5014,63.1771,82.8528
2001-06-20,43.5464,63.1237,82.7010
2001-06-19,43.5823,63.0696,82.5569
2001-06-18,43.5660,63.0145,82.4630
2001-06-15,43.5615,62.9751,82.3887
2001-06-14,43.5337,62.9005,82.2673
2001-06-13,43.5137,62.8128,82.1119
2001-06-12,43.5566,62.7159,81.8752
2001-06-11,43.4811,62.5501,81.6191
2001-06-08,43.2962,62.3583,81.4204
2001-06-07,43.1503,62.1520,81.1537
2001-06-06,43.0962,61.9502,80.8042
2001-06-05,43.0737,61.7766,80.4795
2001-06-04,42.9776,61.5794,80.1812
2001-06-01,42.7705,61.3897,80.0089
2001-05-31,42.3873,61.1757,79.9641
2001-05-30,42.0033,60.9752,79.9471
2001-05-29,41.5944,60.7677,79.9410
2001-05-25,41.2117,60.5437,79.8757
2001-05-24,40.5229,60.2684,80.0139
2001-05-23,39.9094,59.9850,80.0606
2001-05-22,39.3527,59.7336,80.1145
2001-05-21,38.9838,59.4949,80.0060
2001-05-18,38.6162,59.2758,79.9354
2001-05-17,38.2210,59.0593,79.8976
2001-05-16,37.6420,58.8120,79.9820
2001-05-15,36.9758,58.5354,80.0950
2001-05-14,36.5580,58.3008,80.0436
2001-05-11,36.3549,58.0917,79.8285
2001-05-10,36.2622,57.8896,79.5170
2001-05-09,36.4169,57.7446,79.0723
2001-05-08,36.6293,57.6131,78.5969
2001-05-07,36.9477,57.4763,78.0049
2001-05-04,37.2460,57.3431,77.4402
2001-05-03,37.4763,57.1800,76.8837
2001-05-02,37.5862,57.0260,76.4658
2001-05-01,37.8383,56.8953,75.9523
2001-04-30,38.1373,56.7924,75.4475
2001-04-27,38.3189,56.6793,75.0397
2001-04-26,38.4859,56.5744,74.6629
2001-04-25,38.7668,56.4569,74.1470
2001-04-24,38.9801,56.4106,73.8411
2001-04-23,39.0055,56.4051,73.8047
2001-04-20,38.8659,56.4295,73.9931
