timestamp,open,high,low,close,volume
2020-05-04 14:28:00,177.2800,177.3099,177.2200,177.2898,26385
2020-05-04 14:27:00,177.2750,177.3200,177.2750,177.2800,27165
2020-05-04 14:26:00,177.3100,177.3400,177.2000,177.2700,36725
2020-05-04 14:25:00,177.3700,177.3817,177.3000,177.3200,36783
2020-05-04 14:24:00,177.4400,177.4700,177.3700,177.3800,27113
2020-05-04 14:23:00,177.5100,177.5400,177.4074,177.4300,29491
2020-05-04 14:22:00,177.5000,177.5100,177.4105,177.5100,28010
2020-05-04 14:21:00,177.5725,177.5750,177.4500,177.4958,32122
2020-05-04 14:20:00,177.5000,177.5900,177.4619,177.5700,52844
2020-05-04 14:19:00,177.5600,177.5700,177.4502,177.5100,36473
2020-05-04 14:18:00,177.4900,177.5595,177.4700,177.5500,20169
2020-05-04 14:17:00,177.5800,177.5840,177.4000,177.4800,48187
2020-05-04 14:16:00,177.6015,177.6200,177.5301,177.5760,31710
2020-05-04 14:15:00,177.6200,177.6400,177.5300,177.5950,50827
2020-05-04 14:14:00,177.6000,177.6600,177.5900,177.6100,29043
2020-05-04 14:13:00,177.5150,177.6700,177.5040,177.6100,56866
2020-05-04 14:12:00,177.4362,177.5700,177.4100,177.5099,56819
2020-05-04 14:11:00,177.3370,177.4600,177.3200,177.4399,26242
2020-05-04 14:10:00,177.4700,177.4900,177.3399,177.3399,38102
2020-05-04 14:09:00,177.4500,177.5300,177.4300,177.4650,21491
2020-05-04 14:08:00,177.4800,177.5200,177.3950,177.4300,42165
2020-05-04 14:07:00,177.5800,177.6293,177.4600,177.4700,39288
2020-05-04 14:06:00,177.5400,177.5900,177.5200,177.5800,16263
2020-05-04 14:05:00,177.5060,177.5710,177.4700,177.5500,33325
2020-05-04 14:04:00,177.5700,177.6200,177.4900,177.5129,32487
2020-05-04 14:03:00,177.5200,177.6200,177.5100,177.5900,25628
2020-05-04 14:02:00,177.5800,177.6643,177.5100,177.5250,40613
2020-05-04 14:01:00,177.7400,177.8000,177.5600,177.5899,65498
2020-05-04 14:00:00,177.6500,177.7760,177.6200,177.7500,55188
2020-05-04 13:59:00,177.5600,177.6700,177.5600,177.6400,53988
2020-05-04 13:58:00,177.5800,177.5899,177.5001,177.5700,41538
2020-05-04 13:57:00,177.6100,177.6500,177.5841,177.5900,36450
2020-05-04 13:56:00,177.4900,177.6462,177.4800,177.6150,77039
2020-05-04 13:55:00,177.4050,177.5000,177.3900,177.4900,51786
2020-05-04 13:54:00,177.3400,177.4100,177.3300,177.4050,30363
2020-05-04 13:53:00,177.3150,177.3800,177.3100,177.3400,35945
2020-05-04 13:52:00,177.3300,177.3700,177.2904,177.3200,26382
2020-05-04 13:51:00,177.3400,177.3600,177.2900,177.3300,31099
2020-05-04 13:50:00,177.3240,177.3700,177.3000,177.3456,30059
2020-05-04 13:49:00,177.2450,177.3300,177.2450,177.3115,34242
2020-05-04 13:48:00,177.0900,177.2500,177.0900,177.2500,35263
2020-05-04 13:47:00,177.0200,177.1000,177.0200,177.0950,19696
2020-05-04 13:46:00,177.0500,177.0700,177.0000,177.0113,13901
2020-05-04 13:45:00,177.0700,177.0700,177.0100,177.0500,15662
2020-05-04 13:44:00,177.0200,177.0900,176.9800,177.0759,27466
2020-05-04 13:43:00,177.0200,177.0600,177.0100,177.0200,13029
2020-05-04 13:42:00,176.9500,177.0500,176.9300,177.0200,26462
2020-05-04 13:41:00,177.1000,177.1800,176.9300,176.9300,43151
2020-05-04 13:40:00,177.1400,177.1600,177.0800,177.0901,32416
2020-05-04 13:39:00,177.1353,177.1600,177.1100,177.1350,51181
2020-05-04 13:38:00,177.0900,177.1800,177.0700,177.1300,31760
2020-05-04 13:37:00,177.1200,177.1700,177.0800,177.0960,26413
2020-05-04 13:36:00,177.1059,177.1500,177.1059,177.1250,17764
2020-05-04 13:35:00,177.1250,177.1600,177.0900,177.1001,22966
2020-05-04 13:34:00,177.0800,177.1400,177.0700,177.1200,29864
2020-05-04 13:33:00,177.0600,177.1200,177.0300,177.0830,42452
2020-05-04 13:32:00,177.0300,177.0800,177.0200,177.0657,26734
2020-05-04 13:31:00,176.9300,177.0399,176.9200,177.0399,22888
2020-05-04 13:30:00,176.8900,176.9500,176.8900,176.9200,11027
2020-05-04 13:29:00,176.9700,177.0100,176.8700,176.8881,34530
2020-05-04 13:28:00,176.8900,176.9900,176.8900,176.9900,32973
2020-05-04 13:27:00,176.8600,176.8900,176.7300,176.8720,32934
2020-05-04 13:26:00,176.9900,177.0100,176.8204,176.8772,44982
2020-05-04 13:25:00,176.9800,177.0399,176.9400,176.9700,46344
2020-05-04 13:24:00,176.8800,177.0300,176.8800,176.9889,39357
2020-05-04 13:23:00,176.8700,176.9500,176.8200,176.8700,51471
2020-05-04 13:22:00,176.9400,176.9600,176.8100,176.8850,27877
2020-05-04 13:21:00,176.8600,176.9700,176.8090,176.9500,46865
2020-05-04 13:20:00,176.7650,176.8700,176.7300,176.8680,37824
2020-05-04 13:19:00,176.6200,176.7898,176.6000,176.7500,51769
2020-05-04 13:18:00,176.6600,176.7900,176.3600,176.6000,122777
2020-05-04 13:17:00,176.8250,176.8550,176.6500,176.6700,50518
2020-05-04 13:16:00,176.8500,176.9301,176.7901,176.8300,46051
2020-05-04 13:15:00,176.9600,177.0100,176.8400,176.8700,42425
2020-05-04 13:14:00,176.8300,176.9800,176.8300,176.9574,43493
2020-05-04 13:13:00,176.9250,176.9853,176.8300,176.8300,56678
2020-05-04 13:12:00,177.0600,177.0600,176.8900,176.9300,76834
2020-05-04 13:11:00,177.3850,177.3850,177.0700,177.0700,43325
2020-05-04 13:10:00,177.2900,177.3999,177.2400,177.3900,30738
2020-05-04 13:09:00,177.3300,177.3400,177.2468,177.2872,35066
2020-05-04 13:08:00,177.2200,177.3700,177.2200,177.3400,53709
2020-05-04 13:07:00,177.1699,177.2700,177.1550,177.2200,43507
2020-05-04 13:06:00,177.1550,177.1800,177.0406,177.1644,34542
2020-05-04 13:05:00,177.1666,177.2100,177.1200,177.1599,56266
2020-05-04 13:04:00,177.1450,177.1800,177.1200,177.1700,36550
2020-05-04 13:03:00,176.9328,177.1500,176.9290,177.1499,55600
2020-05-04 13:02:00,176.8200,177.0200,176.8050,176.9400,76787
2020-05-04 13:01:00,176.9350,177.0199,176.7100,176.8300,62871
2020-05-04 13:00:00,176.9700,177.0289,176.8800,176.9400,95252
2020-05-04 12:59:00,176.8617,177.1250,176.8617,176.9660,253377
2020-05-04 12:58:00,176.6950,176.8900,176.6701,176.8629,74301
2020-05-04 12:57:00,176.7400,176.8000,176.6900,176.6947,38745
2020-05-04 12:56:00,176.7076,176.8100,176.6300,176.7300,37678
2020-05-04 12:55:00,176.8200,176.8400,176.6400,176.7000,43413
2020-05-04 12:54:00,176.9600,176.9600,176.7700,176.8400,30385
2020-05-04 12:53:00,176.9950,177.0200,176.9398,176.9600,39030
2020-05-04 12:52:00,176.9315,177.0400,176.8600,176.9980,33174
2020-05-04 12:51:00,176.9200,176.9604,176.8379,176.9400,30605
2020-05-04 12:50:00,176.9400,176.9570,176.8350,176.9100,35165
2020-05-04 12:49:00,176.8758,176.9600,176.8100,176.9300,30991
2020-05-04 12:48:00,176.8900,176.9100,176.8000,176.8800,33305
2020-05-04 12:47:00,176.9350,176.9861,176.8900,176.8900,19294
2020-05-04 12:46:00,176.9200,176.9500,176.8500,176.9375,22796
2020-05-04 12:45:00,176.9804,176.9900,176.9100,176.9200,20260
2020-05-04 12:44:00,176.9604,177.0000,176.9200,176.9900,16373
2020-05-04 12:43:00,177.0000,177.0000,176.8900,176.9400,29566
2020-05-04 12:42:00,176.9100,176.9900,176.8500,176.9900,40964
2020-05-04 12:41:00,176.9300,176.9900,176.8700,176.9100,33836
2020-05-04 12:40:00,176.9500,176.9800,176.8350,176.9000,30707
2020-05-04 12:39:00,176.8399,176.9900,176.8300,176.9400,26560
2020-05-04 12:38:00,176.8100,176.9500,176.7400,176.8000,40996
2020-05-04 12:37:00,176.8800,176.9400,176.8100,176.8100,44446
2020-05-04 12:36:00,177.0727,177.1450,176.7900,176.8899,98169
2020-05-04 12:35:00,177.0800,177.1200,177.0550,177.0700,40785
2020-05-04 12:34:00,177.1200,177.1700,177.0200,177.0699,61727
2020-05-04 12:33:00,177.4004,177.4300,177.1000,177.1150,53204
2020-05-04 12:32:00,177.5500,177.5700,177.3950,177.4096,32147
2020-05-04 12:31:00,177.5800,177.6200,177.5002,177.5450,27244
2020-05-04 12:30:00,177.5900,177.6000,177.5300,177.5700,30391
2020-05-04 12:29:00,177.4050,177.5900,177.4050,177.5900,30563
2020-05-04 12:28:00,177.5300,177.5600,177.3700,177.4000,40488
2020-05-04 12:27:00,177.5550,177.5650,177.5100,177.5200,27021
2020-05-04 12:26:00,177.5800,177.6500,177.5300,177.5501,29026
2020-05-04 12:25:00,177.6000,177.6700,177.5800,177.5800,21275
2020-05-04 12:24:00,177.5700,177.6650,177.5100,177.6200,28418
2020-05-04 12:23:00,177.6800,177.7500,177.6100,177.6100,38115
2020-05-04 12:22:00,177.6200,177.7200,177.5800,177.7100,19384
2020-05-04 12:21:00,177.5650,177.6500,177.5300,177.6250,38397
2020-05-04 12:20:00,177.5202,177.5231,177.3900,177.4200,21381
2020-05-04 12:19:00,177.5500,177.5550,177.4800,177.5005,24822
2020-05-04 12:18:00,177.5360,177.6000,177.5200,177.5560,57063
2020-05-04 12:17:00,177.4779,177.5400,177.4400,177.5399,48825
2020-05-04 12:16:00,177.4600,177.5303,177.4100,177.4800,34711
2020-05-04 12:15:00,177.4400,177.5200,177.4400,177.4500,27225
2020-05-04 12:14:00,177.4100,177.4500,177.3400,177.4350,35171
2020-05-04 12:13:00,177.4800,177.5300,177.3202,177.4000,63220
2020-05-04 12:12:00,177.5700,177.6000,177.4200,177.4692,56376
2020-05-04 12:11:00,177.6500,177.6900,177.5100,177.5900,57482
2020-05-04 12:10:00,177.6000,177.7099,177.6000,177.6501,31008
2020-05-04 12:09:00,177.7000,177.7000,177.5600,177.6000,55119
2020-05-04 12:08:00,177.9000,177.9200,177.7000,177.7100,34466
2020-05-04 12:07:00,177.9000,177.9400,177.8650,177.9050,21051
2020-05-04 12:06:00,177.9200,177.9694,177.8600,177.9031,30228
2020-05-04 12:05:00,177.9100,177.9412,177.8500,177.9100,27285
2020-05-04 12:04:00,177.8700,177.9599,177.8100,177.9100,32848
2020-05-04 12:03:00,177.8958,177.9299,177.7800,177.8700,38709
2020-05-04 12:02:00,177.7800,177.8900,177.7700,177.8900,39508
2020-05-04 12:01:00,177.7300,177.8400,177.7000,177.7600,23633
2020-05-04 12:00:00,177.7800,177.8100,177.6400,177.7220,47527
2020-05-04 11:59:00,177.8300,177.8700,177.7300,177.7800,31650
2020-05-04 11:58:00,177.8045,177.8500,177.6700,177.8200,47656
2020-05-04 11:57:00,177.8600,177.8600,177.7400,177.8000,35492
2020-05-04 11:56:00,177.9500,177.9600,177.8050,177.8700,41243
2020-05-04 11:55:00,177.9200,177.9700,177.8500,177.9400,27202
2020-05-04 11:54:00,177.8600,177.9500,177.7900,177.9300,40085
2020-05-04 11:53:00,177.8542,177.9000,177.7950,177.8501,31969
2020-05-04 11:52:00,177.9334,177.9334,177.7400,177.8500,40590
2020-05-04 11:51:00,177.9400,177.9500,177.8600,177.9200,25132
2020-05-04 11:50:00,177.8200,177.9301,177.7600,177.9197,31231
2020-05-04 11:49:00,177.9200,177.9200,177.6200,177.8038,66359
2020-05-04 11:48:00,177.9550,178.0400,177.8800,177.9600,41640
2020-05-04 11:47:00,177.9810,177.9900,177.9000,177.9600,41498
2020-05-04 11:46:00,177.9700,178.0750,177.9210,177.9500,152874
2020-05-04 11:45:00,177.9100,178.0000,177.8875,177.9750,47123
2020-05-04 11:44:00,177.8900,177.9285,177.8400,177.8803,30039
2020-05-04 11:43:00,177.9400,177.9600,177.8730,177.8900,31191
2020-05-04 11:42:00,177.9500,177.9800,177.9200,177.9350,41582
2020-05-04 11:41:00,177.8980,177.9900,177.8200,177.9499,44413
2020-05-04 11:40:00,177.8850,177.9800,177.8400,177.8989,48719
2020-05-04 11:39:00,177.7300,177.8800,177.6700,177.8800,48926
2020-05-04 11:38:00,177.7950,177.8000,177.6500,177.7300,25421
2020-05-04 11:37:00,177.6200,177.8200,177.6200,177.7902,54657
2020-05-04 11:36:00,177.5708,177.6500,177.5700,177.6200,108615
2020-05-04 11:33:00,177.5600,177.6500,177.5150,177.6200,37860
2020-05-04 11:32:00,177.4100,177.5750,177.4100,177.5600,42012
2020-05-04 11:31:00,177.2500,177.4800,177.2500,177.4199,35740
2020-05-04 11:30:00,177.2900,177.3700,177.2205,177.2500,40532
2020-05-04 11:29:00,177.3600,177.4100,177.2600,177.2799,41805
2020-05-04 11:28:00,177.4300,177.4567,177.3100,177.3600,64584
2020-05-04 11:27:00,177.7600,177.7899,177.4500,177.4700,63316
2020-05-04 11:26:00,177.9535,177.9535,177.7800,177.7800,40047
2020-05-04 11:25:00,177.7700,178.0000,177.7690,177.9700,70606
2020-05-04 11:24:00,177.5300,177.8300,177.5300,177.7800,56036
2020-05-04 11:23:00,177.5650,177.6000,177.5200,177.5300,41057
2020-05-04 11:22:00,177.5800,177.6600,177.5200,177.5700,41928
2020-05-04 11:21:00,177.5600,177.6800,177.5100,177.5900,38547
2020-05-04 11:20:00,177.5100,177.6200,177.4400,177.5600,39371
2020-05-04 11:19:00,177.7259,177.7259,177.4900,177.5150,42751
2020-05-04 11:18:00,177.6200,177.7200,177.5010,177.7100,59455
2020-05-04 11:17:00,177.6599,177.7000,177.5700,177.6150,35914
2020-05-04 11:16:00,177.8110,177.8200,177.6100,177.6500,46941
2020-05-04 11:15:00,177.8200,177.8300,177.6700,177.8100,76857
2020-05-04 11:14:00,177.9250,177.9800,177.7700,177.8185,68298
2020-05-04 11:13:00,177.8150,177.9800,177.8150,177.9400,57267
2020-05-04 11:12:00,177.8200,177.9000,177.7700,177.8100,59899
2020-05-04 11:11:00,177.6569,177.8197,177.6473,177.8197,47660
2020-05-04 11:10:00,177.7000,177.7099,177.5300,177.6600,77974
2020-05-04 11:09:00,177.7050,177.8000,177.6600,177.6980,46069
2020-05-04 11:08:00,177.6800,177.7900,177.6600,177.7100,58940
2020-05-04 11:07:00,177.8000,177.8200,177.5958,177.6800,102369
2020-05-04 11:06:00,177.4050,177.8100,177.3600,177.7970,107008
2020-05-04 11:05:00,177.3800,177.4600,177.2800,177.4000,62356
2020-05-04 11:04:00,177.3700,177.4250,177.2900,177.3685,55342
2020-05-04 11:03:00,177.2200,177.3756,177.1750,177.3687,140772
2020-05-04 11:00:00,177.1900,177.2900,177.0300,177.0400,39801
2020-05-04 10:59:00,177.2000,177.2400,177.0901,177.1900,47730
2020-05-04 10:58:00,177.1600,177.2100,177.1000,177.1900,39304
2020-05-04 10:57:00,177.0500,177.2800,177.0350,177.1400,45576
2020-05-04 10:56:00,177.0790,177.2000,177.0300,177.0600,50376
2020-05-04 10:55:00,176.9500,177.1140,176.9400,177.0700,49467
2020-05-04 10:54:00,176.8800,176.9500,176.8500,176.9485,33824
2020-05-04 10:53:00,176.8879,176.9400,176.8000,176.8900,21896
2020-05-04 10:52:00,176.9800,177.0000,176.7802,176.8861,58468
2020-05-04 10:51:00,177.2100,177.3000,176.9600,177.0000,90885
2020-05-04 10:50:00,177.2253,177.2350,177.1000,177.1961,47271
2020-05-04 10:49:00,177.3100,177.3361,177.1200,177.2200,47730
2020-05-04 10:48:00,177.2250,177.3700,177.1500,177.3300,76028
2020-05-04 10:47:00,177.2800,177.2800,177.0901,177.2300,65161
2020-05-04 10:46:00,177.3650,177.5299,177.2700,177.2899,113300
2020-05-04 10:45:00,177.2650,177.4000,177.2501,177.3609,58750
2020-05-04 10:44:00,177.1500,177.3400,177.0900,177.2501,70422
2020-05-04 10:43:00,177.1500,177.2300,177.0801,177.1598,46795
2020-05-04 10:42:00,177.0400,177.2300,177.0399,177.1650,80063
2020-05-04 10:41:00,176.8500,177.0600,176.7300,177.0500,72885
2020-05-04 10:40:00,176.7900,176.8900,176.7700,176.8620,42863
2020-05-04 10:39:00,176.8850,176.9400,176.7950,176.8000,33646
2020-05-04 10:38:00,176.7500,176.9000,176.6200,176.8862,53546
2020-05-04 10:37:00,176.8300,176.8400,176.7400,176.7500,70387
2020-05-04 10:36:00,176.8600,177.0000,176.8101,176.8296,52789
2020-05-04 10:35:00,176.7700,176.8800,176.7500,176.8600,28434
2020-05-04 10:34:00,176.7650,176.9100,176.7400,176.7706,40703
2020-05-04 10:33:00,176.9000,176.9360,176.7700,176.7900,65249
2020-05-04 10:32:00,177.0439,177.1300,176.8900,176.9000,70961
2020-05-04 10:31:00,176.6200,177.0500,176.6000,177.0500,95647
2020-05-04 10:30:00,176.7050,176.8800,176.6600,176.7100,49559
2020-05-04 10:29:00,176.8479,176.8600,176.6700,176.7000,54506
2020-05-04 10:28:00,176.7300,176.9200,176.7150,176.8300,39186
2020-05-04 10:27:00,176.6900,176.7500,176.5500,176.7500,51339
2020-05-04 10:26:00,176.6702,176.8416,176.6500,176.6800,56199
2020-05-04 10:25:00,176.5350,176.6801,176.5300,176.5700,49065
2020-05-04 10:24:00,176.7100,176.8400,176.5400,176.5400,72344
2020-05-04 10:23:00,176.6300,176.8000,176.5200,176.7200,101371
2020-05-04 10:22:00,176.8200,176.8800,176.5941,176.6450,72859
2020-05-04 10:21:00,176.9200,176.9300,176.8050,176.8300,62244
2020-05-04 10:20:00,177.0400,177.0400,176.7700,176.9080,72933
2020-05-04 10:19:00,177.0500,177.0847,176.9900,177.0400,73146
2020-05-04 10:18:00,176.9800,177.0694,176.9000,177.0465,76058
2020-05-04 10:17:00,176.7400,176.9900,176.6800,176.9900,62310
2020-05-04 10:16:00,176.6868,176.9200,176.6400,176.7500,65461
2020-05-04 10:15:00,176.7050,176.9150,176.6800,176.6800,89125
2020-05-04 10:14:00,176.7500,176.8100,176.6750,176.7200,52288
2020-05-04 10:13:00,176.5990,176.8700,176.5750,176.7650,81904
2020-05-04 10:12:00,176.6800,176.7400,176.5200,176.5900,51205
2020-05-04 10:11:00,176.8600,176.9098,176.6100,176.6800,48852
2020-05-04 10:10:00,176.8450,176.9200,176.6110,176.8433,88840
2020-05-04 10:09:00,176.9100,177.1200,176.8200,176.8510,102978
2020-05-04 10:08:00,176.9896,176.9896,176.7302,176.9200,88094
2020-05-04 10:07:00,176.9500,177.0700,176.8600,176.9900,71043
2020-05-04 10:06:00,176.9900,177.1500,176.9100,176.9115,88723
2020-05-04 10:05:00,177.0400,177.1700,176.9600,177.0100,114336
2020-05-04 10:04:00,176.7950,177.1100,176.6700,177.0657,134146
2020-05-04 10:03:00,176.4501,176.8700,176.4501,176.7994,118420
2020-05-04 10:02:00,176.1550,176.5253,176.1550,176.4600,99505
2020-05-04 10:01:00,176.1600,176.5800,176.1300,176.1426,127505
2020-05-04 10:00:00,175.9000,176.3500,175.4900,176.1500,92378
2020-05-04 09:59:00,175.9100,176.0197,175.8300,175.8900,54682
2020-05-04 09:58:00,176.0800,176.0800,175.8902,175.9600,69728
2020-05-04 09:57:00,175.8900,176.1900,175.8750,176.0759,128956
2020-05-04 09:56:00,175.8200,175.9100,175.7100,175.9100,145242
2020-05-04 09:55:00,175.9690,175.9700,175.7100,175.8300,61267
2020-05-04 09:54:00,175.9600,175.9900,175.7600,175.9700,99491
2020-05-04 09:53:00,175.8900,176.0800,175.8000,175.8900,158438
2020-05-04 09:52:00,175.6100,175.9000,175.5918,175.8615,74353
2020-05-04 09:51:00,175.4000,175.7300,175.3478,175.6192,93094
2020-05-04 09:50:00,175.1900,175.5200,175.1000,175.4000,89154
2020-05-04 09:49:00,175.3300,175.6800,175.1900,175.2200,121118
2020-05-04 09:48:00,174.9700,175.3400,174.9700,175.3300,100314
2020-05-04 09:47:00,175.1400,175.2200,174.9500,174.9900,82665
2020-05-04 09:46:00,175.0500,175.1700,174.8800,175.1500,88758
2020-05-04 09:45:00,174.9000,175.0700,174.8300,175.0500,68940
2020-05-04 09:44:00,175.0200,175.0450,174.7700,174.8800,85126
2020-05-04 09:43:00,175.0881,175.1500,174.8450,175.0400,103271
2020-05-04 09:42:00,175.0600,175.2400,175.0200,175.0700,97788
2020-05-04 09:41:00,174.7500,175.0600,174.6560,175.0200,85551
2020-05-04 09:40:00,174.8350,175.0000,174.6600,174.8907,76576
2020-05-04 09:39:00,174.6650,175.0800,174.6650,174.8300,126384
2020-05-04 09:38:00,174.4300,174.6800,174.3400,174.6599,91707
2020-05-04 09:37:00,174.5300,174.7500,174.3000,174.4201,89787
2020-05-04 09:36:00,174.8200,174.9600,174.5300,174.5516,118764
2020-05-04 09:35:00,174.2600,174.8000,174.1700,174.7900,132080
2020-05-04 09:34:00,174.0100,174.4000,173.8900,174.3000,103037
2020-05-04 09:33:00,174.3400,174.3500,173.8000,174.2100,156592
2020-05-04 09:32:00,174.0330,174.4200,174.0300,174.2588,78851
2020-05-04 09:31:00,174.4900,174.8599,174.0200,174.1368,1017234
2020-05-01 16:00:00,174.3500,174.8500,174.3500,174.6600,797222
