timestamp,open,high,low,close,volume
2020-07-27 19:59:00,204.3000,204.3000,204.3000,204.3000,575
2020-07-27 19:57:00,204.4900,204.4900,204.4000,204.4000,2218
2020-07-27 19:56:00,204.4000,204.4000,204.4000,204.4000,365
2020-07-27 19:55:00,204.3700,204.4900,204.3700,204.4900,836
2020-07-27 19:54:00,204.2400,204.2400,204.2400,204.2400,1052
2020-07-27 19:52:00,204.1000,204.2400,204.1000,204.2400,1305
2020-07-27 19:51:00,204.1800,204.1800,204.1800,204.1800,852
2020-07-27 19:50:00,204.1000,204.1000,204.1000,204.1000,455
2020-07-27 19:49:00,204.1000,204.1000,204.1000,204.1000,162
2020-07-27 19:44:00,204.0500,204.0500,204.0500,204.0500,1167
2020-07-27 19:42:00,204.1500,204.1500,204.1200,204.1200,957
2020-07-27 19:38:00,204.1100,204.1100,204.1100,204.1100,300
2020-07-27 19:37:00,204.1101,204.1101,204.1101,204.1101,772
2020-07-27 19:36:00,204.1000,204.1000,204.1000,204.1000,150
2020-07-27 19:35:00,204.1000,204.1000,204.1000,204.1000,1040
2020-07-27 19:30:00,204.1300,204.1300,204.1300,204.1300,232
2020-07-27 19:29:00,204.1300,204.1300,204.1300,204.1300,215
2020-07-27 19:28:00,204.1500,204.1500,204.1000,204.1000,2148
2020-07-27 19:25:00,204.2800,204.2800,204.2800,204.2800,113
2020-07-27 19:24:00,204.3800,204.3800,204.3800,204.3800,110
2020-07-27 19:19:00,204.4400,204.4400,204.4400,204.4400,212
2020-07-27 19:11:00,204.3000,204.5000,204.2000,204.5000,729
2020-07-27 19:08:00,204.3800,204.3800,204.3800,204.3800,202
2020-07-27 19:05:00,204.4500,204.4900,204.4000,204.4000,4560
2020-07-27 19:03:00,204.3000,204.4700,204.2900,204.2900,1766
2020-07-27 19:00:00,204.3000,204.3000,204.3000,204.3000,171
2020-07-27 18:59:00,204.3000,204.3000,204.2900,204.2900,1362
2020-07-27 18:57:00,204.3000,204.3000,204.3000,204.3000,137
2020-07-27 18:56:00,204.3200,204.3200,204.3000,204.3000,1520
2020-07-27 18:54:00,204.4000,204.4000,204.4000,204.4000,412
2020-07-27 18:53:00,204.3000,204.3800,204.3000,204.3800,852
2020-07-27 18:52:00,204.4600,204.4600,204.3000,204.3000,1187
2020-07-27 18:51:00,204.3800,204.4600,204.3800,204.4600,1557
2020-07-27 18:50:00,204.1800,204.3600,204.1800,204.3600,2032
2020-07-27 18:49:00,204.1800,204.1800,204.1800,204.1800,530
2020-07-27 18:47:00,204.1000,204.1000,204.1000,204.1000,308
2020-07-27 18:42:00,204.1700,204.1700,204.1700,204.1700,132
2020-07-27 18:40:00,204.1000,204.1000,204.1000,204.1000,425
2020-07-27 18:37:00,204.1000,204.1000,204.1000,204.1000,275
2020-07-27 18:35:00,204.2000,204.2000,204.2000,204.2000,167
2020-07-27 18:33:00,204.1800,204.1800,204.1800,204.1800,209
2020-07-27 18:31:00,204.0800,204.0800,204.0800,204.0800,438
2020-07-27 18:30:00,204.0800,204.0800,204.0800,204.0800,675
2020-07-27 18:28:00,204.0500,204.0500,204.0500,204.0500,226
2020-07-27 18:27:00,204.0700,204.0700,204.0700,204.0700,179
2020-07-27 18:25:00,204.0500,204.1000,204.0500,204.1000,1123
2020-07-27 18:24:00,204.0000,204.0200,204.0000,204.0000,615
2020-07-27 18:18:00,204.0000,204.0000,204.0000,204.0000,320
2020-07-27 18:16:00,204.0000,204.0000,204.0000,204.0000,345
2020-07-27 18:15:00,204.1300,204.1400,204.1300,204.1400,350
