time,vwap
2020-04-30 14:24,178.6245
2020-04-30 14:23,178.6244
2020-04-30 14:22,178.6244
2020-04-30 14:21,178.6244
2020-04-30 14:20,178.6244
2020-04-30 14:19,178.6245
2020-04-30 14:18,178.6244
2020-04-30 14:17,178.6243
2020-04-30 14:16,178.6242
2020-04-30 14:15,178.6239
2020-04-30 14:14,178.6235
2020-04-30 14:13,178.6234
2020-04-30 14:12,178.6232
2020-04-30 14:11,178.6230
2020-04-30 14:10,178.6228
2020-04-30 14:09,178.6226
2020-04-30 14:08,178.6224
2020-04-30 14:07,178.6222
2020-04-30 14:06,178.6222
2020-04-30 14:05,178.6223
2020-04-30 14:04,178.6225
2020-04-30 14:03,178.6230
2020-04-30 14:02,178.6235
2020-04-30 14:01,178.6246
2020-04-30 14:00,178.6251
2020-04-30 13:59,178.6255
2020-04-30 13:58,178.6261
2020-04-30 13:57,178.6264
2020-04-30 13:56,178.6268
2020-04-30 13:55,178.6275
2020-04-30 13:54,178.6282
2020-04-30 13:53,178.6292
2020-04-30 13:52,178.6299
2020-04-30 13:51,178.6304
2020-04-30 13:50,178.6319
2020-04-30 13:49,178.6335
2020-04-30 13:48,178.6342
2020-04-30 13:47,178.6355
2020-04-30 13:46,178.6369
2020-04-30 13:45,178.6388
2020-04-30 13:44,178.6398
2020-04-30 13:43,178.6409
2020-04-30 13:42,178.6419
2020-04-30 13:41,178.6425
2020-04-30 13:40,178.6435
2020-04-30 13:39,178.6441
2020-04-30 13:38,178.6451
2020-04-30 13:37,178.6462
2020-04-30 13:36,178.6466
2020-04-30 13:35,178.6470
2020-04-30 13:34,178.6478
2020-04-30 13:33,178.6482
2020-04-30 13:32,178.6488
2020-04-30 13:31,178.6495
2020-04-30 13:30,178.6508
2020-04-30 13:29,178.6513
2020-04-30 13:28,178.6518
2020-04-30 13:27,178.6523
2020-04-30 13:26,178.6530
2020-04-30 13:25,178.6543
2020-04-30 13:24,178.6548
2020-04-30 13:23,178.6557
2020-04-30 13:22,178.6565
2020-04-30 13:21,178.6571
2020-04-30 13:20,178.6581
2020-04-30 13:19,178.6587
2020-04-30 13:18,178.6592
2020-04-30 13:17,178.6595
2020-04-30 13:16,178.6599
2020-04-30 13:15,178.6602
2020-04-30 13:14,178.6605
2020-04-30 13:13,178.6609
2020-04-30 13:12,178.6617
2020-04-30 13:11,178.6622
2020-04-30 13:10,178.6631
2020-04-30 13:09,178.6638
2020-04-30 13:08,178.6642
2020-04-30 13:07,178.6646
2020-04-30 13:06,178.6655
2020-04-30 13:05,178.6668
2020-04-30 13:04,178.6680
2020-04-30 13:03,178.6686
2020-04-30 13:02,178.6689
2020-04-30 13:01,178.6694
2020-04-30 13:00,178.6700
2020-04-30 12:59,178.6705
2020-04-30 12:58,178.6711
2020-04-30 12:57,178.6719
2020-04-30 12:56,178.6728
2020-04-30 12:55,178.6736
2020-04-30 12:54,178.6744
2020-04-30 12:53,178.6762
2020-04-30 12:52,178.6776
2020-04-30 12:51,178.6798
2020-04-30 12:50,178.6811
2020-04-30 12:49,178.6831
2020-04-30 12:48,178.6854
2020-04-30 12:47,178.6867
2020-04-30 12:46,178.6881
2020-04-30 12:45,178.6899
2020-04-30 12:44,178.6925
2020-04-30 12:43,178.6950
2020-04-30 12:42,178.6972
2020-04-30 12:41,178.6989
2020-04-30 12:40,178.7021
2020-04-30 12:39,178.7040
2020-04-30 12:38,178.7061
2020-04-30 12:37,178.7079
2020-04-30 12:36,178.7108
2020-04-30 12:35,178.7133
2020-04-30 12:34,178.7171
2020-04-30 12:33,178.7198
2020-04-30 12:32,178.7233
2020-04-30 12:31,178.7257
2020-04-30 12:30,178.7310
2020-04-30 12:29,178.7364
2020-04-30 12:28,178.7393
2020-04-30 12:27,178.7421
2020-04-30 12:26,178.7462
2020-04-30 12:25,178.7491
2020-04-30 12:24,178.7522
2020-04-30 12:23,178.7554
2020-04-30 12:22,178.7588
2020-04-30 12:21,178.7627
2020-04-30 12:20,178.7656
2020-04-30 12:19,178.7707
2020-04-30 12:18,178.7748
2020-04-30 12:17,178.7789
2020-04-30 12:16,178.7836
2020-04-30 12:15,178.7881
2020-04-30 12:14,178.7897
2020-04-30 12:13,178.7917
2020-04-30 12:12,178.7939
2020-04-30 12:11,178.7962
2020-04-30 12:10,178.7995
2020-04-30 12:09,178.8030
2020-04-30 12:08,178.8067
2020-04-30 12:07,178.8123
2020-04-30 12:06,178.8171
2020-04-30 12:05,178.8230
2020-04-30 12:04,178.8287
2020-04-30 12:03,178.8368
2020-04-30 12:02,178.8498
2020-04-30 12:01,178.8604
2020-04-30 12:00,178.8680
2020-04-30 11:59,178.8723
2020-04-30 11:58,178.8790
2020-04-30 11:57,178.8815
2020-04-30 11:56,178.8848
2020-04-30 11:55,178.8891
2020-04-30 11:54,178.8945
2020-04-30 11:53,178.8988
2020-04-30 11:52,178.9030
2020-04-30 11:51,178.9084
2020-04-30 11:50,178.9141
2020-04-30 11:49,178.9173
2020-04-30 11:48,178.9205
2020-04-30 11:47,178.9307
2020-04-30 11:46,178.9340
2020-04-30 11:45,178.9360
2020-04-30 11:44,178.9367
2020-04-30 11:43,178.9369
2020-04-30 11:42,178.9371
2020-04-30 11:41,178.9372
2020-04-30 11:40,178.9371
2020-04-30 11:39,178.9373
2020-04-30 11:38,178.9380
2020-04-30 11:37,178.9391
2020-04-30 11:36,178.9383
2020-04-30 11:35,178.9379
2020-04-30 11:34,178.9371
2020-04-30 11:33,178.9362
2020-04-30 11:32,178.9352
2020-04-30 11:31,178.9347
2020-04-30 11:30,178.9334
2020-04-30 11:29,178.9322
2020-04-30 11:28,178.9304
2020-04-30 11:27,178.9283
2020-04-30 11:26,178.9264
2020-04-30 11:25,178.9231
2020-04-30 11:24,178.9218
2020-04-30 11:23,178.9194
2020-04-30 11:22,178.9147
2020-04-30 11:21,178.9100
2020-04-30 11:20,178.9077
2020-04-30 11:19,178.9055
2020-04-30 11:18,178.9023
2020-04-30 11:17,178.9002
2020-04-30 11:16,178.8984
2020-04-30 11:15,178.8969
2020-04-30 11:14,178.8954
2020-04-30 11:13,178.8940
2020-04-30 11:12,178.8909
2020-04-30 11:11,178.8891
2020-04-30 11:10,178.8855
2020-04-30 11:09,178.8831
2020-04-30 11:08,178.8803
2020-04-30 11:07,178.8755
2020-04-30 11:06,178.8736
2020-04-30 11:05,178.8717
2020-04-30 11:04,178.8695
2020-04-30 11:03,178.8662
2020-04-30 11:02,178.8623
2020-04-30 11:01,178.8596
2020-04-30 11:00,178.8577
2020-04-30 10:59,178.8569
2020-04-30 10:58,178.8563
2020-04-30 10:57,178.8547
2020-04-30 10:56,178.8537
2020-04-30 10:55,178.8534
2020-04-30 10:54,178.8530
2020-04-30 10:53,178.8537
2020-04-30 10:52,178.8550
2020-04-30 10:51,178.8557
2020-04-30 10:50,178.8556
2020-04-30 10:49,178.8556
2020-04-30 10:48,178.8561
2020-04-30 10:47,178.8571
2020-04-30 10:46,178.8585
2020-04-30 10:45,178.8603
2020-04-30 10:44,178.8641
2020-04-30 10:43,178.8654
2020-04-30 10:42,178.8660
2020-04-30 10:41,178.8662
2020-04-30 10:40,178.8663
2020-04-30 10:39,178.8662
2020-04-30 10:38,178.8656
2020-04-30 10:37,178.8646
2020-04-30 10:36,178.8642
2020-04-30 10:35,178.8630
2020-04-30 10:34,178.8618
2020-04-30 10:33,178.8600
2020-04-30 10:32,178.8573
2020-04-30 10:31,178.8543
2020-04-30 10:30,178.8501
2020-04-30 10:29,178.8460
2020-04-30 10:28,178.8427
2020-04-30 10:27,178.8429
2020-04-30 10:26,178.8448
2020-04-30 10:25,178.8471
2020-04-30 10:24,178.8518
2020-04-30 10:23,178.8531
2020-04-30 10:22,178.8539
2020-04-30 10:21,178.8539
2020-04-30 10:20,178.8514
2020-04-30 10:19,178.8476
2020-04-30 10:18,178.8422
2020-04-30 10:17,178.8362
2020-04-30 10:16,178.8310
2020-04-30 10:15,178.8256
2020-04-30 10:14,178.8238
2020-04-30 10:13,178.8209
2020-04-30 10:12,178.8168
2020-04-30 10:11,178.8165
2020-04-30 10:10,178.8207
2020-04-30 10:09,178.8263
2020-04-30 10:08,178.8293
2020-04-30 10:07,178.8304
2020-04-30 10:06,178.8318
2020-04-30 10:05,178.8337
2020-04-30 10:04,178.8372
2020-04-30 10:03,178.8382
2020-04-30 10:02,178.8382
2020-04-30 10:01,178.8349
2020-04-30 10:00,178.8309
2020-04-30 09:59,178.8254
2020-04-30 09:58,178.8224
2020-04-30 09:57,178.8193
2020-04-30 09:56,178.8191
2020-04-30 09:55,178.8181
2020-04-30 09:54,178.8024
2020-04-30 09:53,178.7673
2020-04-30 09:52,178.7541
2020-04-30 09:51,178.7462
2020-04-30 09:50,178.7447
2020-04-30 09:49,178.7368
2020-04-30 09:48,178.7331
2020-04-30 09:47,178.7355
2020-04-30 09:46,178.7467
2020-04-30 09:45,178.7667
2020-04-30 09:44,178.7835
2020-04-30 09:43,178.7986
2020-04-30 09:42,178.8207
2020-04-30 09:41,178.8494
2020-04-30 09:40,178.8981
2020-04-30 09:39,178.9882
2020-04-30 09:38,179.0899
2020-04-30 09:37,179.2496
2020-04-30 09:36,179.4762
2020-04-30 09:35,179.6399
2020-04-30 09:34,179.6784
2020-04-30 09:33,179.7447
2020-04-30 09:32,179.8420
2020-04-30 09:31,179.8483
2020-04-29 16:00,175.3802
2020-04-29 15:59,175.3367
2020-04-29 15:58,175.3182
2020-04-29 15:57,175.3045
2020-04-29 15:56,175.2926
2020-04-29 15:55,175.2759
2020-04-29 15:54,175.2592
2020-04-29 15:53,175.2488
2020-04-29 15:52,175.2395
2020-04-29 15:51,175.2280
2020-04-29 15:50,175.2099
2020-04-29 15:49,175.2000
2020-04-29 15:48,175.1936
2020-04-29 15:47,175.1867
2020-04-29 15:46,175.1797
2020-04-29 15:45,175.1713
2020-04-29 15:44,175.1638
2020-04-29 15:43,175.1548
2020-04-29 15:42,175.1446
2020-04-29 15:41,175.1319
2020-04-29 15:40,175.1221
2020-04-29 15:39,175.1168
2020-04-29 15:38,175.1094
2020-04-29 15:37,175.1031
2020-04-29 15:36,175.0935
2020-04-29 15:35,175.0868
2020-04-29 15:34,175.0779
2020-04-29 15:33,175.0711
2020-04-29 15:32,175.0643
2020-04-29 15:31,175.0580
2020-04-29 15:30,175.0492
2020-04-29 15:29,175.0428
2020-04-29 15:28,175.0428
2020-04-29 15:27,175.0307
2020-04-29 15:26,175.0243
2020-04-29 15:25,175.0141
2020-04-29 15:24,175.0063
2020-04-29 15:23,174.9988
2020-04-29 15:22,174.9914
2020-04-29 15:21,174.9859
2020-04-29 15:20,174.9791
2020-04-29 15:19,174.9722
2020-04-29 15:18,174.9611
2020-04-29 15:17,174.9480
2020-04-29 15:16,174.9396
2020-04-29 15:15,174.9326
2020-04-29 15:14,174.9256
2020-04-29 15:13,174.9213
2020-04-29 15:12,174.9146
2020-04-29 15:11,174.9105
2020-04-29 15:10,174.9053
2020-04-29 15:09,174.8722
2020-04-29 15:08,174.8673
2020-04-29 15:07,174.8617
2020-04-29 15:06,174.8574
2020-04-29 15:05,174.8515
2020-04-29 15:04,174.8455
2020-04-29 15:03,174.8399
2020-04-29 15:02,174.8359
2020-04-29 15:01,174.8324
2020-04-29 15:00,174.8276
2020-04-29 14:59,174.8207
2020-04-29 14:58,174.8144
2020-04-29 14:57,174.8104
2020-04-29 14:56,174.8076
2020-04-29 14:55,174.8049
2020-04-29 14:54,174.8019
2020-04-29 14:53,174.7552
2020-04-29 14:52,174.7528
2020-04-29 14:51,174.7497
2020-04-29 14:50,174.7480
2020-04-29 14:49,174.7441
2020-04-29 14:48,174.7419
2020-04-29 14:47,174.7391
2020-04-29 14:46,174.7361
2020-04-29 14:45,174.7328
2020-04-29 14:44,174.7299
2020-04-29 14:43,174.7263
2020-04-29 14:42,174.6941
2020-04-29 14:41,174.6917
2020-04-29 14:40,174.6893
2020-04-29 14:39,174.6865
2020-04-29 14:38,174.6819
2020-04-29 14:37,174.6794
2020-04-29 14:36,174.6773
2020-04-29 14:35,174.6750
2020-04-29 14:34,174.6720
2020-04-29 14:33,174.6684
2020-04-29 14:32,174.6665
2020-04-29 14:31,174.6646
2020-04-29 14:30,174.6622
2020-04-29 14:29,174.6602
2020-04-29 14:28,174.6582
2020-04-29 14:27,174.6558
2020-04-29 14:26,174.6532
2020-04-29 14:25,174.6503
2020-04-29 14:24,174.6472
2020-04-29 14:23,174.6453
2020-04-29 14:22,174.6433
2020-04-29 14:21,174.6419
2020-04-29 14:20,174.6401
2020-04-29 14:19,174.6379
2020-04-29 14:18,174.6365
2020-04-29 14:17,174.6346
2020-04-29 14:16,174.6327
2020-04-29 14:15,174.6299
2020-04-29 14:14,174.6276
2020-04-29 14:13,174.6233
2020-04-29 14:12,174.6212
2020-04-29 14:11,174.6197
2020-04-29 14:10,174.6164
2020-04-29 14:09,174.6140
2020-04-29 14:08,174.6112
2020-04-29 14:07,174.6069
2020-04-29 14:06,174.6039
2020-04-29 14:05,174.5999
2020-04-29 14:04,174.5947
2020-04-29 14:03,174.5876
2020-04-29 14:02,174.5828
2020-04-29 14:01,174.5786
2020-04-29 14:00,174.5707
2020-04-29 13:59,174.5664
2020-04-29 13:58,174.5611
2020-04-29 13:57,174.5544
2020-04-29 13:56,174.5509
2020-04-29 13:55,174.5486
2020-04-29 13:54,174.5467
2020-04-29 13:53,174.5430
2020-04-29 13:52,174.5391
2020-04-29 13:51,174.5351
2020-04-29 13:50,174.5333
2020-04-29 13:49,174.5293
2020-04-29 13:48,174.5258
2020-04-29 13:47,174.5234
2020-04-29 13:46,174.5170
2020-04-29 13:45,174.5136
2020-04-29 13:44,174.5097
2020-04-29 13:43,174.5075
2020-04-29 13:42,174.5058
2020-04-29 13:41,174.5036
2020-04-29 13:40,174.5003
2020-04-29 13:39,174.4965
2020-04-29 13:38,174.4920
2020-04-29 13:37,174.4887
2020-04-29 13:36,174.4866
2020-04-29 13:35,174.4824
2020-04-29 13:34,174.4752
2020-04-29 13:33,174.4722
2020-04-29 13:32,174.4658
2020-04-29 13:31,174.4592
2020-04-29 13:30,174.4546
2020-04-29 13:29,174.4516
2020-04-29 13:28,174.4479
2020-04-29 13:27,174.4431
2020-04-29 13:26,174.4390
2020-04-29 13:25,174.4349
2020-04-29 13:24,174.4296
2020-04-29 13:23,174.4234
2020-04-29 13:22,174.4192
2020-04-29 13:21,174.4116
2020-04-29 13:20,174.4085
2020-04-29 13:19,174.4014
2020-04-29 13:18,174.3979
2020-04-29 13:17,174.3929
2020-04-29 13:16,174.3890
2020-04-29 13:15,174.3815
2020-04-29 13:14,174.3743
2020-04-29 13:13,174.3675
2020-04-29 13:12,174.3605
2020-04-29 13:11,174.3541
2020-04-29 13:10,174.3496
2020-04-29 13:09,174.3462
2020-04-29 13:08,174.3414
2020-04-29 13:07,174.3358
2020-04-29 13:06,174.3326
2020-04-29 13:05,174.3254
2020-04-29 13:04,174.3181
2020-04-29 13:03,174.3089
2020-04-29 13:02,174.3022
2020-04-29 13:01,174.2976
2020-04-29 13:00,174.2931
2020-04-29 12:59,174.2895
2020-04-29 12:58,174.2815
2020-04-29 12:57,174.2766
2020-04-29 12:56,174.2715
2020-04-29 12:55,174.2652
2020-04-29 12:54,174.2607
2020-04-29 12:53,174.2548
2020-04-29 12:52,174.2458
2020-04-29 12:51,174.2398
2020-04-29 12:50,174.2358
2020-04-29 12:49,174.2314
2020-04-29 12:48,174.2253
2020-04-29 12:47,174.2208
2020-04-29 12:46,174.2138
2020-04-29 12:45,174.2100
2020-04-29 12:44,174.2033
2020-04-29 12:43,174.1964
2020-04-29 12:42,174.1898
2020-04-29 12:41,174.1851
2020-04-29 12:40,174.1688
2020-04-29 12:39,174.1607
2020-04-29 12:38,174.1538
2020-04-29 12:37,174.1313
2020-04-29 12:36,174.1251
2020-04-29 12:35,174.1203
2020-04-29 12:34,174.1153
2020-04-29 12:33,174.1097
2020-04-29 12:32,174.1010
2020-04-29 12:31,174.0920
2020-04-29 12:30,174.0787
2020-04-29 12:29,174.0649
2020-04-29 12:28,174.0533
2020-04-29 12:27,174.0464
2020-04-29 12:26,174.0406
2020-04-29 12:25,174.0367
2020-04-29 12:24,174.0316
2020-04-29 12:23,174.0284
2020-04-29 12:22,174.0228
2020-04-29 12:21,174.0182
2020-04-29 12:20,174.0129
2020-04-29 12:19,174.0071
2020-04-29 12:18,174.0010
2020-04-29 12:17,173.9954
2020-04-29 12:16,173.9863
2020-04-29 12:15,173.9792
2020-04-29 12:14,173.9744
2020-04-29 12:13,173.9691
2020-04-29 12:12,173.9639
2020-04-29 12:11,173.9525
2020-04-29 12:10,173.9481
2020-04-29 12:09,173.9436
2020-04-29 12:08,173.9368
2020-04-29 12:07,173.9289
2020-04-29 12:06,173.9210
2020-04-29 12:05,173.9139
2020-04-29 12:04,173.9074
2020-04-29 12:03,173.9019
2020-04-29 12:02,173.8960
2020-04-29 12:01,173.8903
2020-04-29 12:00,173.8869
2020-04-29 11:59,173.8842
2020-04-29 11:58,173.8818
2020-04-29 11:57,173.8784
2020-04-29 11:56,173.8730
2020-04-29 11:55,173.8689
2020-04-29 11:54,173.8654
2020-04-29 11:53,173.8615
2020-04-29 11:52,173.8569
2020-04-29 11:51,173.8537
2020-04-29 11:50,173.8488
2020-04-29 11:49,173.8467
2020-04-29 11:48,173.8444
2020-04-29 11:47,173.8405
2020-04-29 11:46,173.8375
2020-04-29 11:45,173.8341
2020-04-29 11:44,173.8304
2020-04-29 11:43,173.8283
2020-04-29 11:42,173.8259
2020-04-29 11:41,173.8245
2020-04-29 11:40,173.8211
2020-04-29 11:39,173.8196
2020-04-29 11:38,173.8171
2020-04-29 11:37,173.8146
2020-04-29 11:36,173.8121
2020-04-29 11:35,173.8102
2020-04-29 11:34,173.8069
2020-04-29 11:33,173.8049
2020-04-29 11:32,173.7992
2020-04-29 11:31,173.7939
2020-04-29 11:30,173.7916
2020-04-29 11:29,173.7873
2020-04-29 11:28,173.7829
2020-04-29 11:27,173.7791
2020-04-29 11:26,173.7763
2020-04-29 11:25,173.7716
2020-04-29 11:24,173.7682
2020-04-29 11:23,173.7656
2020-04-29 11:22,173.7624
2020-04-29 11:21,173.7585
2020-04-29 11:20,173.7541
2020-04-29 11:19,173.7480
2020-04-29 11:18,173.7445
2020-04-29 11:17,173.7389
2020-04-29 11:16,173.7327
2020-04-29 11:15,173.7240
2020-04-29 11:14,173.7139
2020-04-29 11:13,173.7072
2020-04-29 11:12,173.6989
2020-04-29 11:11,173.6887
2020-04-29 11:10,173.6800
2020-04-29 11:09,173.6769
2020-04-29 11:08,173.6743
2020-04-29 11:07,173.6708
2020-04-29 11:06,173.6668
2020-04-29 11:05,173.6626
2020-04-29 11:04,173.6597
2020-04-29 11:03,173.6569
2020-04-29 11:02,173.6536
2020-04-29 11:01,173.6502
2020-04-29 11:00,173.6470
2020-04-29 10:59,173.6429
2020-04-29 10:58,173.6384
2020-04-29 10:57,173.6345
2020-04-29 10:56,173.6302
2020-04-29 10:55,173.6266
2020-04-29 10:54,173.6227
2020-04-29 10:53,173.6199
2020-04-29 10:52,173.6150
2020-04-29 10:51,173.6117
2020-04-29 10:50,173.6069
2020-04-29 10:49,173.6022
2020-04-29 10:48,173.5997
2020-04-29 10:47,173.5972
2020-04-29 10:46,173.5937
2020-04-29 10:45,173.5889
2020-04-29 10:44,173.5843
2020-04-29 10:43,173.5766
2020-04-29 10:42,173.5687
2020-04-29 10:41,173.5637
2020-04-29 10:40,173.5577
2020-04-29 10:39,173.5420
2020-04-29 10:38,173.5368
2020-04-29 10:37,173.5307
2020-04-29 10:36,173.5229
2020-04-29 10:35,173.5108
2020-04-29 10:34,173.5025
2020-04-29 10:33,173.4945
2020-04-29 10:32,173.4832
2020-04-29 10:31,173.4679
2020-04-29 10:30,173.4514
2020-04-29 10:29,173.4366
2020-04-29 10:28,173.4210
2020-04-29 10:27,173.4046
2020-04-29 10:26,173.3624
2020-04-29 10:25,173.3404
2020-04-29 10:24,173.3196
2020-04-29 10:23,173.3084
2020-04-29 10:22,173.2963
2020-04-29 10:21,173.2858
2020-04-29 10:20,173.2731
2020-04-29 10:19,173.2656
2020-04-29 10:18,173.2534
2020-04-29 10:17,173.2425
2020-04-29 10:16,173.2186
2020-04-29 10:15,173.2055
2020-04-29 10:14,173.1974
2020-04-29 10:13,173.1867
2020-04-29 10:12,173.1807
2020-04-29 10:11,173.1740
2020-04-29 10:10,173.1677
2020-04-29 10:09,173.1602
2020-04-29 10:08,173.1541
2020-04-29 10:07,173.1473
2020-04-29 10:06,173.1378
2020-04-29 10:05,173.1255
2020-04-29 10:04,173.1140
2020-04-29 10:03,173.1004
2020-04-29 10:02,173.0834
2020-04-29 10:01,173.0685
2020-04-29 10:00,173.0518
2020-04-29 09:59,173.0396
2020-04-29 09:58,173.0258
2020-04-29 09:57,173.0003
2020-04-29 09:56,172.9886
2020-04-29 09:55,172.9641
2020-04-29 09:54,172.9317
2020-04-29 09:53,172.8805
2020-04-29 09:52,172.8359
2020-04-29 09:51,172.7902
2020-04-29 09:50,172.7416
2020-04-29 09:49,172.6889
2020-04-29 09:48,172.6536
2020-04-29 09:47,172.6179
2020-04-29 09:46,172.5623
2020-04-29 09:45,172.5347
2020-04-29 09:44,172.5093
2020-04-29 09:43,172.4858
2020-04-29 09:42,172.4598
2020-04-29 09:41,172.4269
2020-04-29 09:40,172.4130
2020-04-29 09:39,172.4092
2020-04-29 09:38,172.4126
2020-04-29 09:37,172.4337
2020-04-29 09:36,172.4367
2020-04-29 09:35,172.4271
2020-04-29 09:34,172.4348
2020-04-29 09:33,172.4481
2020-04-29 09:32,172.4647
2020-04-29 09:31,172.5011
2020-04-28 16:00,171.8115
2020-04-28 15:59,171.8587
2020-04-28 15:58,171.8847
2020-04-28 15:57,171.9120
2020-04-28 15:56,171.9187
2020-04-28 15:55,171.9389
2020-04-28 15:54,171.9643
2020-04-28 15:53,171.9791
2020-04-28 15:52,171.9930
2020-04-28 15:51,172.0305
2020-04-28 15:50,172.0478
2020-04-28 15:49,172.0574
2020-04-28 15:48,172.0619
2020-04-28 15:47,172.0670
2020-04-28 15:46,172.0715
2020-04-28 15:45,172.0812
2020-04-28 15:44,172.0856
2020-04-28 15:43,172.0895
2020-04-28 15:42,172.0927
2020-04-28 15:41,172.0963
2020-04-28 15:40,172.0996
2020-04-28 15:39,172.1032
2020-04-28 15:38,172.1063
2020-04-28 15:37,172.1097
2020-04-28 15:36,172.1127
2020-04-28 15:35,172.1180
2020-04-28 15:34,172.1215
2020-04-28 15:33,172.1243
2020-04-28 15:32,172.1272
2020-04-28 15:31,172.1295
2020-04-28 15:30,172.1346
2020-04-28 15:29,172.1406
2020-04-28 15:28,172.1428
2020-04-28 15:27,172.1450
2020-04-28 15:26,172.1491
2020-04-28 15:25,172.1520
2020-04-28 15:24,172.1551
2020-04-28 15:23,172.1605
2020-04-28 15:22,172.1668
2020-04-28 15:21,172.1746
2020-04-28 15:20,172.1798
2020-04-28 15:19,172.1831
2020-04-28 15:18,172.1859
2020-04-28 15:17,172.1883
2020-04-28 15:16,172.1905
2020-04-28 15:15,172.1941
2020-04-28 15:14,172.1968
2020-04-28 15:13,172.1999
2020-04-28 15:12,172.2026
2020-04-28 15:11,172.2061
2020-04-28 15:10,172.2108
2020-04-28 15:09,172.2130
2020-04-28 15:08,172.2153
2020-04-28 15:07,172.2177
2020-04-28 15:06,172.2200
2020-04-28 15:05,172.2233
2020-04-28 15:04,172.2252
2020-04-28 15:03,172.2287
2020-04-28 15:02,172.2316
2020-04-28 15:01,172.2338
2020-04-28 15:00,172.2361
2020-04-28 14:59,172.2386
2020-04-28 14:58,172.2412
2020-04-28 14:57,172.2437
2020-04-28 14:56,172.2466
2020-04-28 14:55,172.2482
2020-04-28 14:54,172.2504
2020-04-28 14:53,172.2531
2020-04-28 14:52,172.2581
2020-04-28 14:51,172.2601
2020-04-28 14:50,172.2634
2020-04-28 14:49,172.2670
2020-04-28 14:48,172.2689
2020-04-28 14:47,172.2717
2020-04-28 14:46,172.2745
2020-04-28 14:45,172.2792
2020-04-28 14:44,172.2836
2020-04-28 14:43,172.2853
2020-04-28 14:42,172.2875
2020-04-28 14:41,172.2888
2020-04-28 14:40,172.2909
2020-04-28 14:39,172.2929
2020-04-28 14:38,172.2954
2020-04-28 14:37,172.2981
2020-04-28 14:36,172.3019
2020-04-28 14:35,172.3045
2020-04-28 14:34,172.3070
2020-04-28 14:33,172.3085
2020-04-28 14:32,172.3117
2020-04-28 14:31,172.3135
2020-04-28 14:30,172.3151
2020-04-28 14:29,172.3166
2020-04-28 14:28,172.3185
2020-04-28 14:27,172.3202
2020-04-28 14:26,172.3212
2020-04-28 14:25,172.3230
2020-04-28 14:24,172.3241
2020-04-28 14:23,172.3252
2020-04-28 14:22,172.3258
2020-04-28 14:21,172.3270
2020-04-28 14:20,172.3281
2020-04-28 14:19,172.3293
2020-04-28 14:18,172.3302
2020-04-28 14:17,172.3311
2020-04-28 14:16,172.3322
2020-04-28 14:15,172.3327
2020-04-28 14:14,172.3339
2020-04-28 14:13,172.3349
2020-04-28 14:12,172.3355
2020-04-28 14:11,172.3366
2020-04-28 14:10,172.3382
2020-04-28 14:09,172.3403
2020-04-28 14:08,172.3410
2020-04-28 14:07,172.3417
2020-04-28 14:06,172.3429
2020-04-28 14:05,172.3439
2020-04-28 14:04,172.3453
2020-04-28 14:03,172.3472
2020-04-28 14:02,172.3485
2020-04-28 14:01,172.3497
2020-04-28 14:00,172.3511
2020-04-28 13:59,172.3528
2020-04-28 13:58,172.3545
2020-04-28 13:57,172.3558
2020-04-28 13:56,172.3580
2020-04-28 13:55,172.3598
2020-04-28 13:54,172.3610
2020-04-28 13:53,172.3627
2020-04-28 13:52,172.3641
2020-04-28 13:51,172.3651
2020-04-28 13:50,172.3665
2020-04-28 13:49,172.3676
2020-04-28 13:48,172.3687
2020-04-28 13:47,172.3700
2020-04-28 13:46,172.3717
2020-04-28 13:45,172.3732
2020-04-28 13:44,172.3768
2020-04-28 13:43,172.3787
2020-04-28 13:42,172.3823
2020-04-28 13:41,172.3840
2020-04-28 13:40,172.3857
2020-04-28 13:39,172.3871
2020-04-28 13:38,172.3892
2020-04-28 13:37,172.3922
2020-04-28 13:36,172.3947
2020-04-28 13:35,172.3973
2020-04-28 13:34,172.3993
2020-04-28 13:33,172.4033
2020-04-28 13:32,172.4048
2020-04-28 13:31,172.4065
2020-04-28 13:30,172.4097
2020-04-28 13:29,172.4130
2020-04-28 13:28,172.4140
2020-04-28 13:27,172.4153
2020-04-28 13:26,172.4166
2020-04-28 13:25,172.4181
2020-04-28 13:24,172.4193
2020-04-28 13:23,172.4205
2020-04-28 13:22,172.4218
2020-04-28 13:21,172.4237
2020-04-28 13:20,172.4258
2020-04-28 13:19,172.4274
2020-04-28 13:18,172.4294
2020-04-28 13:17,172.4318
2020-04-28 13:16,172.4333
2020-04-28 13:15,172.4360
2020-04-28 13:14,172.4402
2020-04-28 13:13,172.4416
2020-04-28 13:12,172.4437
2020-04-28 13:11,172.4454
2020-04-28 13:10,172.4479
2020-04-28 13:09,172.4523
2020-04-28 13:08,172.4544
2020-04-28 13:07,172.4576
2020-04-28 13:06,172.4600
2020-04-28 13:05,172.4632
2020-04-28 13:04,172.4648
2020-04-28 13:03,172.4667
2020-04-28 13:02,172.4708
2020-04-28 13:01,172.4744
2020-04-28 13:00,172.4767
2020-04-28 12:59,172.4791
2020-04-28 12:58,172.4866
2020-04-28 12:57,172.4899
2020-04-28 12:56,172.4938
2020-04-28 12:55,172.4971
2020-04-28 12:54,172.5024
2020-04-28 12:53,172.5055
2020-04-28 12:52,172.5080
2020-04-28 12:51,172.5126
